id,rating,name,site,email,phone,street,city,state,lat,lng
8e086874-60ff-44d5-a327-e4bccf3a90ed,2,Moya - Cepeda,https://claudia.info,Silvia20@hotmail.com,592.612.849,28658 José Antonio Aldea,Guardadoview,Chihuahua,19.4419745943281,-99.1321057228515
5675b76e-738a-4f6f-9adc-2a1b708b67fc,1,Yanes S.A.,http://rubén.info,MaraLuisa_Amador@nearbpo.com,555 572 993,358 María Soledad Arrabal,Tlalnepantla Cristobal,Baja California Sur,19.4392354955343,-99.1289326011347
c4965d5d-4c08-4806-8cfc-77099379ce4e,1,"Rael, Mota and Cintrón",https://francisco.org,Miguelngel4@corpfolder.com,511.280.590,821 Lorena Ramal,Tula Adánville,Chihuahua,19.4415982312132,-99.1263520866613
da7c9bad-6036-4a3a-8873-81dfaa585b26,0,Hinojosa Hermanos,https://erick.mx,XimenaGuadalupe.Mireles@nearbpo.com,5382-692-003,8772 Marrero Huerta,Zaragozafort,Morelos,19.4371094580814,-99.1292572617558
71795f1c-4ca0-4ec7-b925-5b906711329b,3,Zamudio S.L.,http://cecilia.com.mx,Estela.Quinta80@hotmail.com,590.101.852,928 Benavídez Municipio,Terrazasside,Baja California Sur,19.436545609192,-99.1255914573305
556091ed-3047-4f07-a2e3-1abbb37ff1bd,4,Kamat S.L.,http://melissa.mx,Eva88@corpfolder.com,5756-043-582,4820 Gurule Rambla,León Kimberlyland,Aguascalientes,19.4402502573403,-99.129177464601
87b35453-f063-461a-b17b-9173f7f09805,0,Arevalo - Reséndez,http://esteban.info,Valeria.Espinal@yahoo.com,560 091 544,481 Raquel Huerta,Ríoshaven,Guanajuato,19.4362662910558,-99.1329428029646
8d567e51-e73c-47b3-ad15-9ca14c32da14,0,Ñañez S.L.,http://cristobal.mx,Eduardo_Montes75@nearbpo.com,506.416.955,705 Gloria Avenida,Armijomouth,Tabasco,19.4348031353559,-99.1248489134273
84314586-29fb-420f-95e5-f15fbe7a619c,0,Mayorga S.L.,https://eva.com.mx,Melissa51@corpfolder.com,521.791.308,4152 Karem Mercado,Coatzacoalcos Nicolásstad,Baja California Norte,19.4396650326257,-99.1324215899109
1b413a3a-e894-4142-a954-37176f12003b,1,"Báez, Karan and Armijo",https://fernando.info,Alexa.Ortega@yahoo.com,545520700,08030 Juan Manuel Torrente,Uruapan del Progreso Juan Pabloland,Tabasco,19.4336995689413,-99.1310921118645
15c7fea0-89e8-4539-8632-46a619ef4ce9,1,García e Hijos,http://victor manuel.gob.mx,JosEmilio31@corpfolder.com,5250-478-668,3239 Apodaca Parque,Campeche Ramiroborough,Puebla,19.4329125180636,-99.1312079178662
073aa6dc-3363-417c-b3f4-eba74fb75de8,3,"Palacios, Moreno and Bustamante",http://bernardo.mx,Luis.Anaya25@corpfolder.com,581 978 966,37097 Florencia Senda,Octavioville,Chiapas,19.4345657240534,-99.1324248464642
36d43234-edd6-4680-8054-f2f6e4e4ab47,3,Polanco - Rodríguez,http://paola.gob.mx,Mayte.Camacho@nearbpo.com,5778-085-952,31916 Daniel Glorieta,Zitacuaro Monserratchester,Sinaloa,19.4345222724234,-99.1268400906496
7b97ebd0-6c61-43b1-80c6-bdc88846c727,3,"Aragón, Robles and Echevarría",https://mario.org,MaradeJess32@gmail.com,558.191.752,5983 Tapia Lado,Juanaborough,Baja California Sur,19.4369541201093,-99.1300720732733
58c0549f-4b2c-43d4-af8d-d4641ffa9f66,4,Zabaleta S.A.,http://sofia.com,Bernardo.Yebra48@hotmail.com,538173475,65562 Olivas Rincón,Durango Elizabethchester,Campeche,19.4353102945797,-99.1292043829922
5dccd552-2941-485c-a80d-8a769f4df5c5,0,"Pelayo, Puente and Echevarría",https://homero.gob.mx,Eva.Ferrer47@hotmail.com,568360596,96024 Ana Sofía Polígono,Chetumal Liliafort,Tlaxcala,19.4407029973394,-99.1274806865075
6308a2f2-6719-4ff6-818e-4e62f41a5296,4,Benítez - Carbajal,https://jaime.com.mx,Eva_Faras11@corpfolder.com,566384264,795 Gaytán Colonia,Nicolásview,Durango,19.4392862624074,-99.1315240351859
72cc52c1-7aa5-4098-a391-5a713e2d9781,0,"Lozada, Chávez and Guerrero",https://estefanía.mx,Victoria.Valadez@corpfolder.com,567 287 108,66998 Tejada Colegio,Isabelbury,Oaxaca,19.4386676858929,-99.1258376904511
601c7236-e03c-4ba1-beb5-38fbc09108f9,1,Mesa e Hijos,http://sofia.org,Julia_Chavarra@nearbpo.com,565 772 068,6236 Axel Masía,Francisco Javierland,Baja California Sur,19.4332135495246,-99.1317243400941
3e21e0c4-3f89-42fb-8676-8350b95883e2,3,"Muñoz, Armendáriz and Moya",https://abraham.com.mx,Emilio.Kortahernandez@nearbpo.com,500 103 302,626 Adriana Ramal,Rochaport,Veracruz,19.4347243681182,-99.124112030466
8b8af894-bc42-4664-b08c-6cf4ef28081f,3,Delgadillo - Escobar,http://cristian.mx,JosLuis.Valds86@yahoo.com,5325-988-654,73621 Gloria Colegio,Delgadilloshire,Michoacan,19.4349934102413,-99.1317232767496
0b9447e8-6253-4337-b9a0-d6573149fde0,1,Palomino - Vargas,http://abigail.mx,Cecilia_Zabaleta76@nearbpo.com,566.689.802,396 Abreu Bloque,Kortajarenaside,Quintana Roo,19.4344720539688,-99.1317786295296
cc9c245d-8b02-44c3-868e-90a3149edd5b,2,"Vallejo, Jiménez and Jaimes",https://alfredo.gob.mx,Ramn_Campos@nearbpo.com,534 642 223,9775 Amaya Cuesta,Valle de México Juanborough,Tlaxcala,19.4356576463445,-99.125283200194
b6c3a6d0-4082-4353-926a-b903132b29f4,4,Ramón Hermanos,http://gloria.gob.mx,Abril.Yez@yahoo.com,526.705.438,41601 Lucia Manzana,Vallechester,Quintana Roo,19.4373485952783,-99.1278959822006
32084e1d-41b9-4dc8-9b8a-83b5003302c1,2,Sáenz - Romo,https://juan.gob.mx,Pablo_Alicea@yahoo.com,523671866,65816 Sergio Parque,Becerraport,Sonora,19.439706773805,-99.1294421685118
5b04ad6d-54c1-419c-b8cd-69090fee4e76,0,Ramos S.L.,https://matías.gob.mx,Daniela_Castillo26@yahoo.com,565166901,919 Salvador Colonia,Ángel Gabrielfurt,Chiapas,19.4328546478255,-99.1334435543724
fdc12e77-af11-496a-846b-94068dcded56,2,"Aragón, Herrera and Cortez",https://camila.com.mx,Victoria14@hotmail.com,5359-320-036,18089 Ramírez Partida,Los Mochis Carlachester,Jalisco,19.4373096016916,-99.1316867379894
39292d20-d201-4f0f-91a2-58e0f38fb2a2,0,Carrillo - Ozuna,https://carlos.mx,Armando82@yahoo.com,515577461,18190 Villagómez Ronda,Reynosa-Río Bravo Sofia,Colima,19.4426364027457,-99.1282194494786
84572f5a-ea3d-4800-930c-5799a897b06c,1,Khalid - Cortés,https://rosa maría.mx,Alan.Escobar@corpfolder.com,5191-038-970,225 Cortés Masía,Ixtapaluca María de Jesúsmouth,Veracruz,19.4387030534986,-99.1266594672533
3765054a-c706-4dcd-8424-aa8db4e5a4bd,4,Casárez S.L.,https://julio césar.gob.mx,Isaac86@gmail.com,567057696,808 Noriega Pasaje,La Paz Lucasbury,Jalisco,19.4354772960097,-99.1257455545481
beef488c-7f32-4a35-8469-89f5c6277972,4,"Cordero, Chapa and Lomeli",https://erick.org,Elisa.Orozco1@gmail.com,577 596 369,70658 Arredondo Extrarradio,Torreón Tadeochester,Veracruz,19.4412851137021,-99.1308549949321
fe82f695-e437-4f42-9a69-d3a451c4a1d0,0,Jaramillo - Narváez,https://raúl.org,scar_Olivo@yahoo.com,591 730 248,0112 Jaime Apartamento,Comitán de Dominguez Gregorio,Jalisco,19.4403016289445,-99.1262358490707
b464014b-44ca-43e3-ba27-7477c8af2a53,0,Carrero Hermanos,http://luz.info,Adn.valos@corpfolder.com,562 179 920,7383 Hinojosa Huerta,Carlahaven,Hidalgo,19.4331364103761,-99.1239206144939
8e5f2c9c-7a25-4cc0-a4fa-306c1a6e2d91,2,Sedillo - Márquez,https://maría teresa.org,DulceMara98@nearbpo.com,5452-478-262,4279 Tadeo Parcela,Lozanoshire,Chiapas,19.4345106458622,-99.133588671354
83967700-00d9-4d8e-8b5d-dd72f4fba3e5,0,"Bueno, Crespo and Rodrígez",https://gonzalo.com,Toms.Sols@gmail.com,5578-929-369,6347 Reina Salida,Roybalfort,Zacatecas,19.4414123829808,-99.1285456725889
650156a1-081b-4760-b438-0cee445be58e,3,Reyna S.A.,https://soledad.gob.mx,XimenaGuadalupe.Alaniz@nearbpo.com,518 264 968,895 Xenia Prolongación,Mazatlán Antoniamouth,Morelos,19.4391381510049,-99.1331929757194
b2ca0188-62c0-4bba-b20c-62bc2d4ba192,4,Rubio S.A.,http://víctor.info,Hugo.Casrez2@hotmail.com,5471-253-103,119 Polanco Colegio,Vicentechester,Morelos,19.4364424457615,-99.1264581487192
cb0e214f-b0e4-496a-8164-eac6105b2d35,0,"Valles, Tamez and Duarte",https://marta.com,Anita_Crdova@gmail.com,574 635 517,16737 Garrido Rampa,Piedras Negras Martaport,Campeche,19.4336349655599,-99.133191981167
b8b03b3d-4c06-4d91-b895-5d8dc85cbb2e,2,Venegas S.L.,http://maría guadalupe.com.mx,Dbora.Delgado66@gmail.com,5810-547-684,776 Burgos Plaza,Karantown,Quintana Roo,19.441435397794,-99.1330114246513
9e71243d-3b46-45de-9f1f-019b1bfe6bac,1,"Romo, Olmos and Calderón",https://valeria.gob.mx,Emilio29@corpfolder.com,510.186.181,67576 Cabán Chalet,Nicolásfurt,Jalisco,19.4409545181696,-99.1246169936148
59cddeed-fbea-425f-8181-4bd1354b4dfe,1,Arias S.L.,https://alejandro.com.mx,Axel.Zavala60@hotmail.com,537 651 378,739 Ortiz Manzana,Abrahamfurt,Baja California Norte,19.433120066708,-99.1278492816332
39be48e9-ec92-4ce5-8c90-768dfe20fc37,1,"Almaraz, Narváez and Urías",https://sebastian.com.mx,Lola32@nearbpo.com,500 100 614,684 Rolón Apartamento,Karanmouth,Oaxaca,19.4403983376366,-99.1311737788635
80537b08-6bae-444b-9564-98731e680f59,0,Alaniz - Aponte,https://ariadna.com.mx,Mara26@corpfolder.com,524.823.622,750 Alberto Escalinata,Tehuantepec-Salina Cruz Mauriciostad,Hidalgo,19.4328851082879,-99.1264391826167
714ce590-f302-4453-895b-aa2992c2fa2c,1,Armendáriz S.A.,https://eloisa.org,Regina35@yahoo.com,542 891 822,821 Agustín Quinta,Piedras Negras Jesúsberg,Chiapas,19.4365512864902,-99.1330232850163
ecbdb52a-4263-4bf1-87fb-8d9d809ea6aa,4,Soliz Hermanos,http://roberto.gob.mx,Mercedes_Lugo@hotmail.com,537 295 998,440 Ceballos Huerta,Oaxaca Sara,Aguascalientes,19.4350203104182,-99.1272196445501
596081be-67c8-4c47-8c56-e2611cd4fa32,2,"Olivo, Santana and Elizondo",http://victor manuel.gob.mx,Emmanuel_Rosas56@nearbpo.com,545.851.405,4409 José Luis Rampa,Elizabethtown,Durango,19.4349571052152,-99.1273542526554
8a5aefe2-8d0c-45b6-aab2-4da2769e10fa,4,"Vázquez, Espinal and Cervántez",http://mariana.gob.mx,Leticia.Hidalgo@nearbpo.com,528679468,055 Julio Lugar,Zacatlan José Emilioside,Guanajuato,19.4384168098522,-99.1275969855933
c9186202-30a4-48e7-b20b-c56d733fa76a,1,Viera S.L.,http://ximena.gob.mx,Benjamn26@yahoo.com,518272168,675 Kamal Chalet,Guanajuato Tadeoview,Estado de México,19.4422736535412,-99.1293520211967
32b74fb4-1911-4db9-9646-f5ce4663ff1c,0,Alicea - Castañeda,https://gustavo.org,Gerardo_Ozuna32@yahoo.com,599 747 935,5702 Yamileth Terrenos,Coronadoview,Zacatecas,19.4394962074356,-99.1264430870515
e5f21255-2dde-469e-bff8-4ea81d6fca27,3,Medrano - Chavarría,http://julia.org,Kevin.Longoria68@nearbpo.com,568061069,0302 Águilar Terrenos,Ocotlán Maricarmenstad,Tabasco,19.436839996763,-99.1278302262401
3b84c87a-1cf9-40e8-81ff-19669240ce9b,2,"Naranjo, Galarza and Águilar",https://juan pablo.com,Monserrat.Lozano77@corpfolder.com,588438707,9390 Manuel Sector,Cuernavaca Aliciachester,Puebla,19.4353167526405,-99.1330388682153
d3df42be-c6ff-43f6-8226-066140ab1b01,0,Kanzaki e Hijos,http://ivanna.info,Eva_Guerra48@gmail.com,5487-547-323,8465 Jorge Luis Aldea,Saizside,Querétaro,19.434062387208,-99.1290043474481
35b9efad-5168-419e-96bc-0535e5e5d2f9,1,Villarreal - Gaytán,http://yolanda.info,Camila.Castellanos@corpfolder.com,5344-687-599,00698 Vallejo Ferrocarril,Arriagabury,Veracruz,19.4371300218306,-99.1285803138142
9c6f0247-d128-4396-b80c-8f9648928ec0,4,Salcedo Hermanos,https://marco antonio.org,Victoria.Lucero@corpfolder.com,573 413 844,7688 Puga Entrada,Gonzaloborough,Sinaloa,19.4406955632526,-99.1321159016228
937518f0-a27f-491e-8788-ae9be0c65b31,2,"Gonzales, Valladares and Espinal",https://carlota.org,Dolores.Mercado64@corpfolder.com,5528-685-947,30474 Montez Mercado,José Luisstad,Sinaloa,19.4373070507688,-99.1280911153489
534d5669-c0d4-4fe1-805e-7f836eb80e0f,1,Zayas - Loya,https://javier.com,Teresa_Miramontes@nearbpo.com,523.743.315,9119 Lorenzo Riera,Tulancingo Zoe,Tlaxcala,19.4409621455642,-99.1257052728607
72bd30eb-192f-4f5a-bda2-bde3ae0844c2,1,Huerta e Hijos,https://esteban.com.mx,Gloria_Robledo73@nearbpo.com,509.051.989,93160 Xairo Belmonte Vía,Ciudad Obregón Emmanuel,Zacatecas,19.439100216425,-99.1246991701265
5e238917-a1e1-408a-93d5-0c1bcb3361bc,0,Carranza e Hijos,http://diana.org,Teresa_Domnquez39@corpfolder.com,545.204.593,19099 Isabel Bloque,Tlaxcala-Apizaco Juan Manuel,Sinaloa,19.4397348136227,-99.1323492884756
4e20f081-3095-4918-88f8-9591991b017f,4,Vélez - Maldonado,http://josé eduardo.org,Diego16@gmail.com,516.205.131,5206 Juárez Salida,Manuelaburgh,Puebla,19.437768497719,-99.1286486584673
74c9182c-9ec1-47cb-8271-50729ae7f95d,3,"Solís, Valles and Collado",http://mariana.com,Mario_Arreola51@gmail.com,5917-337-221,638 Sedillo Urbanización,Concepciónside,Quintana Roo,19.4411028197343,-99.1292894373791
19e1837a-c9ad-49d8-8d6d-7cb1d2ee0700,0,Águilar - Matos,https://eloisa.com.mx,LuisMiguel.Godnez83@yahoo.com,5616-561-563,319 Dolores Rampa,Coatzacoalcos Gonzalo,Oaxaca,19.4371495033689,-99.1265104266516
6589e471-ae41-4e6b-83b8-9654d6fc71ea,1,"Peres, Meraz and Peña",http://esteban.com.mx,Luisngel.Gmez50@nearbpo.com,581 479 974,134 Hidalgo Avenida,Ojo de agua Luis Ángelport,Campeche,19.4329329697467,-99.1312921006981
58131b8b-1b93-495f-b7a1-0e2e1b93633d,2,Meraz e Hijos,http://ximena.gob.mx,Isabela.Briones11@gmail.com,5495-151-485,10411 Pagan Salida,Ciudad de México Carlota,Aguascalientes,19.4386824334767,-99.1289113955692
097f66dd-ca33-4f30-88e4-33193fcf8cda,1,Briseño - Rodarte,https://fernando javier.com,Mario84@yahoo.com,5256-976-186,780 Medina Terrenos,Madridland,Sonora,19.4338572792132,-99.1254273785957
fcb9b113-49f5-4119-8016-c7357ac135fc,0,Briones S.A.,http://maría de jesús.com,Emilio_Abeyta@yahoo.com,539 404 967,375 Puente Puente,Tulancingo de Bravo Margarita,Zacatecas,19.4397584721567,-99.1261198391815
0c91a515-2be1-4e8b-a4b0-be4f0ed1cce1,0,"Pedroza, Heredia and Lebrón",https://zoe.com,Teodoro_Zelaya@gmail.com,5932-627-483,69201 Dávila Edificio,Julioview,Baja California Norte,19.4338683815538,-99.1265759170152
7ef3ed97-ebd6-4114-b2c1-af664534df79,1,"Jáquez, Jimínez and Yami",http://dulce maría.org,Ivan_Delro32@gmail.com,555522401,057 Meléndez Aldea,Zacatlan Claudia,Baja California Sur,19.4417827101103,-99.1295518319173
3eb803d7-445a-43cd-9d08-2c3bd1c56148,1,Esquivel S.L.,https://abigail.com,Norma40@corpfolder.com,552972577,66678 Andrés Salida,Zacatlan Berta,Baja California Sur,19.4380931173689,-99.1334110923394
24345eda-0451-4225-a6d0-17365f746afc,3,Jaramillo - Flores,http://josé antonio.com.mx,Patricia.Noriega75@yahoo.com,520.411.112,2399 Esquibel Partida,Culiacán Cristianport,Chihuahua,19.4419967206293,-99.1243064222698
1ce2e219-d0e5-4f88-85f9-c152485ec7ab,0,Matos S.L.,https://ricardo.info,JosEmilio.Cotto69@corpfolder.com,5502-208-117,69982 Luis Gabino Terrenos,Cancún Estefaníahaven,Hidalgo,19.4420166275981,-99.1313996519641
04e43341-64c0-4f66-822f-f2c0ef02e6bc,0,Barela e Hijos,https://timoteo.gob.mx,Soledad.Brito7@yahoo.com,500 281 343,8758 Alondra Romina Parcela,Guadalupeside,Tamaulipas,19.4416139456541,-99.1336614550933
f73cfbce-60b8-4e2c-9ec7-de8dbb5e0a49,1,Palacios - Montez,https://felipe.org,Rosalia.Estvez@nearbpo.com,590 666 046,7676 Raquel Solar,Marco Antonioton,Michoacan,19.4410634069499,-99.1304676964673
edb50561-46f9-4541-9c04-8de82401cc13,4,Pedraza - Niño,http://josé eduardo.gob.mx,Irene_Rojas95@nearbpo.com,537 531 201,207 Chavarría Lado,Franciscohaven,Baja California Norte,19.4426838205224,-99.1250245928884
